Symbol,Kind,Item Name ,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-01-31
A010960,NFS-IFRS(C),자본금(천원),"12,500,000","12,500,000","12,500,000","12,500,000","12,500,000",,
A010960,NFS-IFRS(C),이익잉여금(천원),"91,118,145","96,732,253","110,520,672","128,919,742","148,523,066",,
A010960,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"20,656,298","45,216,473","16,768,174","5,453,261","6,971,261",,
A010960,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-5,808,274","-24,010,120","-34,847,339","-3,478,781","-1,751,880",,
A010960,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",100.00,100.00,130.00,160.00,160.00,,
A010960,SSC,수정주가(원),"3,100","3,575","3,500","4,570","5,040","4,450","4,055"
A010960,SSC,종가(원),"3,100","3,575","3,500","4,570","5,040","4,450","4,055"
A010960,SSC,상장주식수(주),"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000"
A290550,NFS-IFRS(C),매출액(천원),,"54,517,172","146,470,487","278,842,683","240,165,625",,
A290550,NFS-IFRS(S),매출액(천원),,"54,517,172","84,690,570","117,043,352","80,671,161",,
A290550,NFS-IFRS(C),영업이익(천원),,"106,660","2,403,930","14,080,278","8,680,459",,
A290550,NFS-IFRS(C),지배주주순이익(천원),,"396,348","1,924,798","10,887,124","-1,680,585",,
A290550,NFS-IFRS(C),총자본(천원),,"2,552,754","4,654,378","14,329,141","28,398,270",,
A290550,NFS-IFRS(C),총부채(천원),,"21,262,334","42,934,081","72,770,230","43,409,778",,
A290550,NFS-IFRS(C),자본금(천원),,"2,400,000","2,400,000","2,400,000","3,439,991",,
A290550,NFS-IFRS(C),이익잉여금(천원),,"152,754","2,053,053","12,763,145","11,280,343",,
A290550,NFS-IFRS(C),영업활동으로인한현금흐름(천원),,"-2,082,455","364,805","17,340,056","257,024",,
A290550,NFS-IFRS(C),투자활동으로인한현금흐름(천원),,"-145,335","-3,520,819","-9,095,106","-3,466,808",,
A290550,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A290550,SSC,수정주가(원),,,,,"14,100","13,800","12,300"
A290550,SSC,종가(원),,,,,"14,100","13,800","12,300"
A290550,SSC,상장주식수(주),,,,,"6,879,982","8,231,333","8,231,333"
A013870,NFS-IFRS(C),매출액(천원),"459,426,467","467,536,890","495,119,071","466,838,914","457,196,869",,
A013870,NFS-IFRS(S),매출액(천원),"453,519,547","446,880,190","456,011,513","434,288,749","429,749,976",,
A013870,NFS-IFRS(C),영업이익(천원),"19,183,690","16,923,080","24,304,952","13,510,135","4,123,028",,
A013870,NFS-IFRS(C),지배주주순이익(천원),"17,204,782","11,789,962","18,738,672","11,459,724","130,103",,
A013870,NFS-IFRS(C),총자본(천원),"208,507,628","214,305,249","228,957,529","238,345,772","231,111,329",,
A013870,NFS-IFRS(C),총부채(천원),"222,310,012","245,094,745","237,376,344","230,533,519","244,086,478",,
A013870,NFS-IFRS(C),자본금(천원),"9,536,140","9,536,140","9,536,140","9,536,140","9,536,140",,
A013870,NFS-IFRS(C),이익잉여금(천원),"178,192,078","183,743,624","199,239,331","209,238,182","203,113,848",,
A013870,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"22,230,652","14,288,144","41,927,812","26,277,914","29,886,920",,
A013870,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-64,614,451","-38,368,863","-33,489,866","-31,684,104","-34,432,174",,
A013870,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",200.00,120.00,150.00,100.00,30.00,,
A013870,SSC,수정주가(원),"6,350","4,700","4,950","8,330","8,280","4,915","5,270"
A013870,SSC,종가(원),"6,350","4,700","4,950","8,330","8,280","4,915","5,270"
A013870,SSC,상장주식수(주),"19,072,280","19,072,280","19,072,280","19,072,280","19,072,280","19,072,280","19,072,280"
A016090,NFS-IFRS(C),매출액(천원),"245,403,416","259,571,056","280,173,383","283,694,373","286,316,282",,
A016090,NFS-IFRS(S),매출액(천원),"245,403,416","259,571,056","280,173,383","283,694,373","286,316,282",,
A016090,NFS-IFRS(C),영업이익(천원),"7,417,061","10,104,176","16,060,255","13,882,004","17,900,258",,
A016090,NFS-IFRS(C),지배주주순이익(천원),"4,680,721","8,285,307","46,878,125","12,478,898","14,958,874",,
A016090,NFS-IFRS(C),총자본(천원),"109,818,253","117,247,689","162,599,423","172,954,354","185,639,518",,
A016090,NFS-IFRS(C),총부채(천원),"115,924,766","108,449,317","87,100,500","73,898,808","73,331,984",,
A016090,NFS-IFRS(C),자본금(천원),"26,906,155","26,906,155","26,906,155","26,906,155","26,906,155",,
A016090,NFS-IFRS(C),이익잉여금(천원),"78,802,692","86,232,128","131,583,863","141,938,793","153,531,419",,
A016090,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"2,752,703","10,569,241","10,012,764","-2,422,478","16,871,328",,
A016090,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-5,900,794","-3,583,723","32,971,378","-4,643,861","-17,741,463",,
A016090,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",17.00,35.00,50.00,50.00,80.00,,
A016090,SSC,수정주가(원),"2,860","3,715","4,165","2,715","2,305","2,495","2,255"
A016090,SSC,종가(원),"2,860","3,715","4,165","2,715","2,305","2,495","2,255"
A016090,SSC,상장주식수(주),"45,282,310","45,282,310","45,282,310","45,282,310","44,282,310","44,282,310","44,282,310"
A211270,NFS-IFRS(C),매출액(천원),"34,570,999","36,467,603","24,891,104","30,047,518","42,843,708",,
A211270,NFS-IFRS(S),매출액(천원),"34,570,999","36,467,603","24,891,104","30,047,518","42,843,708",,
A211270,NFS-IFRS(C),영업이익(천원),"8,576,332","8,997,515","1,621,485","2,721,418","881,105",,
A211270,NFS-IFRS(C),지배주주순이익(천원),"7,042,065","8,807,917","5,955,123","65,521","-664,742",,
A211270,NFS-IFRS(C),총자본(천원),"28,867,174","37,577,700","80,681,588","82,051,819","81,500,563",,
A211270,NFS-IFRS(C),총부채(천원),"7,581,250","4,529,392","5,308,035","21,663,952","18,203,168",,
A211270,NFS-IFRS(C),자본금(천원),"4,871,000","4,871,000","7,507,402","7,507,402","7,507,402",,
A211270,NFS-IFRS(C),이익잉여금(천원),"8,553,284","16,948,270","23,111,402","22,978,120","22,135,627",,
A211270,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"10,664,770","4,598,528","-1,361,573","7,102,552","-1,059,430",,
A211270,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-1,424,557","-5,926,688","3,174,765","-8,141,820","6,823,716",,
A211270,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A211270,SSC,수정주가(원),,,"8,780","8,530","6,430","7,030","6,640"
A211270,SSC,종가(원),,,"8,780","8,530","6,430","7,030","6,640"
A211270,SSC,상장주식수(주),,,"15,014,804","15,014,804","15,014,804","15,014,804","15,014,804"
A016880,NFS-IFRS(C),매출액(천원),"456,925,910","437,329,492","242,973,133","282,834,110","290,411,590",,
A016880,NFS-IFRS(S),매출액(천원),"168,922,054","165,194,857","135,719,053","127,204,182","155,686,876",,
A016880,NFS-IFRS(C),영업이익(천원),"4,718,488","18,704,170","-11,792,564","10,377,194","-84,221,841",,
A016880,NFS-IFRS(C),지배주주순이익(천원),"139,147,509","30,784,297","-25,093,721","8,585,833","-101,667,671",,
A016880,NFS-IFRS(C),총자본(천원),"369,668,720","357,464,668","325,500,138","333,704,164","225,639,737",,
A016880,NFS-IFRS(C),총부채(천원),"1,268,584,193","846,218,950","481,942,067","552,522,219","534,214,362",,
A016880,NFS-IFRS(C),자본금(천원),"28,683,398","32,285,459","38,588,604","38,588,604","39,333,334",,
A016880,NFS-IFRS(C),이익잉여금(천원),"-730,457,086","-699,404,060","-726,987,576","192,395,907","84,748,145",,
A016880,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"66,416,686","83,044,815","16,315,487","14,811,468","-56,702,666",,
A016880,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"188,118,675","-12,062,866","158,859,083","-130,201,701","83,410,187",,
A016880,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A016880,SSC,수정주가(원),"1,925","3,300","2,825","2,240","2,115","1,550","1,250"
A016880,SSC,종가(원),"1,925","3,300","2,825","2,240","2,115","1,550","1,250"
A016880,SSC,상장주식수(주),"52,844,013","52,866,795","60,070,918","72,677,207","72,677,207","79,378,330","79,378,330"
A031820,NFS-IFRS(C),매출액(천원),"186,113,130","146,291,127","166,860,474","143,622,951","125,165,448",,
A031820,NFS-IFRS(S),매출액(천원),"184,931,656","145,313,732","165,814,378","143,622,951","125,165,448",,
A031820,NFS-IFRS(C),영업이익(천원),"-5,148,639","701,615","1,522,472","2,127,309","3,160,832",,
A031820,NFS-IFRS(C),지배주주순이익(천원),"-3,370,619","1,747,184","4,061,276","863,768","6,553,668",,
A031820,NFS-IFRS(C),총자본(천원),"51,028,060","54,036,795","57,116,968","58,348,773","76,987,386",,
A031820,NFS-IFRS(C),총부채(천원),"65,832,787","53,780,835","73,173,077","48,331,147","36,551,160",,
A031820,NFS-IFRS(C),자본금(천원),"15,925,733","15,925,733","15,925,733","15,925,733","23,925,733",,
A031820,NFS-IFRS(C),이익잉여금(천원),"14,436,772","17,429,726","20,576,462","21,823,760","28,131,559",,
A031820,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"12,280,899","-5,092,105","11,300,985","3,131,615","4,060,659",,
A031820,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-7,411,175","5,854,231","-2,134,099","-8,370,128","-3,493,050",,
A031820,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A031820,SSC,수정주가(원),"1,123","1,893","1,159",956,"1,303","1,505","1,460"
A031820,SSC,종가(원),"1,415","2,385","1,460","1,205","1,445","1,505","1,460"
A031820,SSC,상장주식수(주),"31,851,466","31,851,466","31,851,466","31,851,466","47,851,466","67,851,466","67,851,466"
A078590,NFS-IFRS(C),매출액(천원),"36,718,175","39,626,376","39,105,093","40,019,060","43,385,870",,
A078590,NFS-IFRS(S),매출액(천원),"36,718,175","39,626,376","39,105,093","40,019,060","37,763,569",,
A078590,NFS-IFRS(C),영업이익(천원),"573,479","1,419,070","2,088,625","2,285,974","2,404,127",,
A078590,NFS-IFRS(C),지배주주순이익(천원),"675,613","1,319,839","2,493,577","2,597,855","-6,626,223",,
A078590,NFS-IFRS(C),총자본(천원),"7,101,297","11,981,488","14,296,275","17,315,219","26,138,583",,
A078590,NFS-IFRS(C),총부채(천원),"9,607,397","6,894,119","7,257,569","10,214,848","43,946,450",,
A078590,NFS-IFRS(C),자본금(천원),"4,970,747","6,437,635","6,437,635","6,437,635","10,557,738",,
A078590,NFS-IFRS(C),이익잉여금(천원),"-14,586,289","-13,206,094","-10,891,306","-7,785,460","-15,402,932",,
A078590,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"1,015,479","2,794,479","3,541,275","4,792,235","1,439,038",,
A078590,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-906,645","-2,899,158","-855,267","-5,545,484","-6,911,812",,
A078590,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A078590,SSC,수정주가(원),583,"1,138",931,829,"1,494","1,535","1,700"
A078590,SSC,종가(원),"1,455","2,840","2,325","2,070","3,730","1,535","1,700"
A078590,SSC,상장주식수(주),"9,941,493","12,875,270","12,875,270","12,875,270","21,115,475","55,950,318","58,246,528"
A086960,NFS-IFRS(C),매출액(천원),"105,180,653","117,801,533","150,281,101","148,934,255","158,945,065",,
A086960,NFS-IFRS(S),매출액(천원),"84,564,722","92,750,350","112,362,709","110,549,246","106,962,693",,
A086960,NFS-IFRS(C),영업이익(천원),"10,814,976","12,302,138","13,556,491","11,228,571","9,866,809",,
A086960,NFS-IFRS(C),지배주주순이익(천원),"10,095,059","10,545,671","9,995,635","8,726,074","6,033,237",,
A086960,NFS-IFRS(C),총자본(천원),"88,466,510","97,423,745","98,896,924","105,006,938","120,119,454",,
A086960,NFS-IFRS(C),총부채(천원),"30,686,416","31,155,117","47,826,168","38,209,854","44,347,798",,
A086960,NFS-IFRS(C),자본금(천원),"4,825,704","4,838,225","4,843,225","4,843,225","4,844,725",,
A086960,NFS-IFRS(C),이익잉여금(천원),"60,622,749","68,543,487","75,819,371","82,547,958","85,888,291",,
A086960,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"12,725,032","6,267,834","-157,396","3,574,546","20,470,809",,
A086960,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-5,753,321","-6,977,710","15,213,124","-5,922,040","-21,008,600",,
A086960,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",270.00,280.00,280.00,200.00,250.00,,
A086960,SSC,수정주가(원),"20,700","26,250","20,550","20,150","14,600","11,200","11,200"
A086960,SSC,종가(원),"20,700","26,250","20,550","20,150","14,600","11,200","11,200"
A086960,SSC,상장주식수(주),"8,790,565","8,815,608","8,825,608","8,825,608","8,828,608","8,828,608","8,828,608"
A250930,NFS-IFRS(C),매출액(천원),"31,545,667","30,511,285","25,011,402","36,222,769","56,747,963",,
A250930,NFS-IFRS(S),매출액(천원),"21,957,338","19,793,958","17,894,454","29,361,030","29,335,970",,
A250930,NFS-IFRS(C),영업이익(천원),"2,777,439","2,193,427","-2,999,086","1,158,816","9,387,122",,
A250930,NFS-IFRS(C),지배주주순이익(천원),"1,122,045","1,419,785","-2,378,995","-1,031,059","5,783,889",,
A250930,NFS-IFRS(C),총자본(천원),"10,772,281","12,597,872","9,663,950","8,937,337","14,838,180",,
A250930,NFS-IFRS(C),총부채(천원),"16,383,846","13,158,108","15,529,964","18,302,095","20,843,162",,
A250930,NFS-IFRS(C),자본금(천원),"700,000","3,209,931","3,209,931","3,209,931","3,209,931",,
A250930,NFS-IFRS(C),이익잉여금(천원),"9,892,413","11,170,011","8,570,711","8,756,704","14,711,777",,
A250930,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"1,154,121","2,551,845","-954,003","-2,188,326","3,455,378",,
A250930,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-387,378","-1,566,718","-1,162,807","-742,801","-1,531,022",,
A250930,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A250930,SSC,수정주가(원),,,"3,014","3,014","3,120","2,510","2,985"
A250930,SSC,종가(원),,,"1,990","1,990","2,060","2,510","2,985"
A250930,SSC,상장주식수(주),,,"5,210,000","5,210,000","5,210,000","33,000,440","33,000,440"
A005110,NFS-IFRS(C),매출액(천원),"16,854,179","17,167,065","50,460,142","112,028,726","99,100,978",,
A005110,NFS-IFRS(S),매출액(천원),"12,877,101","10,225,337","9,542,988","9,052,935","9,692,139",,
A005110,NFS-IFRS(C),영업이익(천원),"1,862,178","-3,350,064","800,336","4,544,709","4,626,293",,
A005110,NFS-IFRS(C),지배주주순이익(천원),"2,035,539","820,347","4,227,881","1,421,186","-1,576,474",,
A005110,NFS-IFRS(C),총자본(천원),"24,370,467","33,980,737","38,682,677","40,965,446","32,619,875",,
A005110,NFS-IFRS(C),총부채(천원),"19,667,696","33,626,447","43,592,552","62,917,483","73,614,002",,
A005110,NFS-IFRS(C),자본금(천원),"17,229,295","17,229,295","17,229,295","17,229,295","17,229,295",,
A005110,NFS-IFRS(C),이익잉여금(천원),"3,327,860","3,661,779","7,262,904","8,029,687","-30,348",,
A005110,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-2,125,102","-10,796,948","11,092,696","9,764,402","-11,225,253",,
A005110,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"1,406,766","-2,508,998","-2,858,279","-13,145,756","8,486,712",,
A005110,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",15.00,16.00,21.00,,,,
A005110,SSC,수정주가(원),"1,215","5,160","5,920","1,705","1,815","2,710","2,830"
A005110,SSC,종가(원),"1,215","5,160","5,920","1,705","1,815","2,710","2,830"
A005110,SSC,상장주식수(주),"34,458,589","34,458,589","34,458,589","34,458,589","34,458,589","34,790,269","34,790,269"
A014200,NFS-IFRS(C),매출액(천원),"231,446,314","237,222,890","87,302,967","135,191,558","136,595,300",,
A014200,NFS-IFRS(S),매출액(천원),"231,446,314","94,645,462","87,302,967","99,421,336","75,493,055",,
A014200,NFS-IFRS(C),영업이익(천원),"2,185,491","1,326,666","171,774","-12,369,548","-1,044,494",,
A014200,NFS-IFRS(C),지배주주순이익(천원),"712,822","9,636,805","-1,896,521","-14,882,279","-22,652,775",,
A014200,NFS-IFRS(C),총자본(천원),"128,970,849","80,899,308","111,769,640","107,690,687","90,075,229",,
A014200,NFS-IFRS(C),총부채(천원),"115,915,632","65,439,447","116,988,676","100,367,615","97,737,400",,
A014200,NFS-IFRS(C),자본금(천원),"19,119,243","19,119,243","24,249,243","24,249,243","24,812,095",,
A014200,NFS-IFRS(C),이익잉여금(천원),"24,325,298","34,233,742","32,372,123","17,585,665","-5,288,867",,
A014200,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-6,344,996","-2,663,712","3,288,372","-15,250,032","-13,294,713",,
A014200,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-13,004,183","-86,902,095","-11,978,430","-7,625,214","-8,169,183",,
A014200,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A014200,SSC,수정주가(원),755,"1,550","7,860","3,835","2,495","2,225","1,860"
A014200,SSC,종가(원),"1,510","3,100","7,860","3,835","2,495","2,225","1,860"
A014200,SSC,상장주식수(주),"19,119,243","19,119,243","48,498,486","48,498,486","49,624,189","52,922,234","52,922,234"
A051160,NFS-IFRS(C),매출액(천원),"36,164,531","38,226,876","64,144,926","100,467,714","131,555,043",,
A051160,NFS-IFRS(S),매출액(천원),"18,555,098","18,100,210","33,277,612","43,691,240","56,641,520",,
A051160,NFS-IFRS(C),영업이익(천원),"-697,968","-571,033","-1,581,945","896,859","1,172,741",,
A051160,NFS-IFRS(C),지배주주순이익(천원),"-1,762,911","-1,692,981","-5,590,634","-1,236,949","926,797",,
A051160,NFS-IFRS(C),총자본(천원),"13,314,002","13,014,365","7,139,631","7,502,709","9,253,594",,
A051160,NFS-IFRS(C),총부채(천원),"14,500,879","13,325,146","21,505,547","19,426,056","19,135,018",,
A051160,NFS-IFRS(C),자본금(천원),"6,078,123","6,078,123","6,410,012","6,805,287","7,060,778",,
A051160,NFS-IFRS(C),이익잉여금(천원),"-18,940,600","-20,611,134","-26,048,439","-27,032,162","-26,430,910",,
A051160,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-1,615,867","-2,112,000","5,084,533","-136,474","3,640,313",,
A051160,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"1,163,508","1,875,631","-4,345,076","-1,586,637","-3,371,727",,
A051160,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A051160,SSC,수정주가(원),717,"1,790","2,010","2,300","3,225","4,200","6,750"
A051160,SSC,종가(원),717,"1,790","2,010","2,300","3,225","4,200","6,750"
A051160,SSC,상장주식수(주),"12,156,245","12,156,245","12,820,024","13,610,573","13,951,680","14,574,555","14,574,555"
A120030,NFS-IFRS(C),매출액(천원),"70,928,954","66,334,460","63,087,575","66,010,846","62,709,302",,
A120030,NFS-IFRS(S),매출액(천원),"70,928,954","66,334,460","63,087,575","66,010,846","62,709,302",,
A120030,NFS-IFRS(C),영업이익(천원),"15,791,814","17,618,156","17,175,048","17,662,388","13,625,332",,
A120030,NFS-IFRS(C),지배주주순이익(천원),"12,879,059","14,560,901","14,463,002","15,371,416","11,756,848",,
A120030,NFS-IFRS(C),총자본(천원),"60,851,440","75,267,659","87,882,659","97,491,859","102,616,487",,
A120030,NFS-IFRS(C),총부채(천원),"13,413,094","13,740,134","12,984,727","14,479,771","12,419,711",,
A120030,NFS-IFRS(C),자본금(천원),"628,826","628,826","628,826","628,826","628,826",,
A120030,NFS-IFRS(C),이익잉여금(천원),"49,388,346","63,804,565","77,809,419","91,575,492","102,112,432",,
A120030,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"13,029,601","18,226,523","14,333,739","16,081,225","9,323,725",,
A120030,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-11,586,482","-6,133,322","-16,285,087","160,414","-1,181,691",,
A120030,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,"1,500.00","1,500.00","1,500.00",,
A120030,SSC,수정주가(원),"64,500","66,400","72,600","83,000","79,000","82,600","78,200"
A120030,SSC,종가(원),"64,500","66,400","72,600","83,000","79,000","82,600","78,200"
A120030,SSC,상장주식수(주),"1,257,651","1,257,651","1,257,651","1,257,651","1,257,651","1,257,651","1,257,651"
A001260,NFS-IFRS(C),매출액(천원),"278,638,118","302,388,687","183,598,711","115,611,173","157,172,931",,
A001260,NFS-IFRS(S),매출액(천원),"278,638,118","302,388,687","183,598,711","115,611,173","157,172,931",,
A001260,NFS-IFRS(C),영업이익(천원),"-40,427,939","-50,921,667","-9,299,058","1,829,223","11,141,645",,
A001260,NFS-IFRS(C),지배주주순이익(천원),"-105,988,304","-77,030,132","-2,149,173","1,700,256","5,715,675",,
A001260,NFS-IFRS(C),총자본(천원),"-65,919,546","39,440,516","40,652,218","43,309,990","49,112,604",,
A001260,NFS-IFRS(C),총부채(천원),"591,472,050","199,798,776","135,241,661","123,106,077","99,794,043",,
A001260,NFS-IFRS(C),자본금(천원),"41,357,370","48,982,275","48,982,275","49,095,925","49,136,980",,
A001260,NFS-IFRS(C),이익잉여금(천원),"-783,131,157","-859,551,538","-861,063,627","8,430,567","15,739,720",,
A001260,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"1,888,026","7,266,899","-4,584,179","1,340,890","5,000,127",,
A001260,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"4,908,260","-27,810,269","33,357,966","2,108,058","2,383,873",,
A001260,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A001260,SSC,수정주가(원),"40,403","15,000","7,280","6,030","11,900","11,300","10,000"
A001260,SSC,종가(원),"2,910","4,330","7,280","6,030","11,900","11,300","10,000"
A001260,SSC,상장주식수(주),"8,271,474","7,247,071","9,796,455","9,819,185","9,827,396","9,828,611","9,828,611"
A066980,NFS-IFRS(C),매출액(천원),"50,741,372","15,075,159","23,477,074","65,114,892","81,988,308",,
A066980,NFS-IFRS(S),매출액(천원),"41,960,761","15,075,159","20,322,229","23,868,361","19,706,920",,
A066980,NFS-IFRS(C),영업이익(천원),"-13,736,249","1,992,260","4,883,109","3,806,976","-376,577",,
A066980,NFS-IFRS(C),지배주주순이익(천원),"-26,657,982","2,137,400","999,587","-2,756,619","-13,773,801",,
A066980,NFS-IFRS(C),총자본(천원),"44,168,127","6,570,555","139,721,054","151,751,060","160,374,151",,
A066980,NFS-IFRS(C),총부채(천원),"23,225,033","12,177,308","61,096,646","40,092,463","92,218,234",,
A066980,NFS-IFRS(C),자본금(천원),"35,111,647","30,371,471","75,161,117","75,792,386","79,209,141",,
A066980,NFS-IFRS(C),이익잉여금(천원),"-86,750,185","3,010,222","4,046,802","695,163","-13,039,955",,
A066980,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-5,520,941","6,166,044","8,653,335","-3,080,145","2,332,877",,
A066980,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-2,767,089","-1,255,595","-2,974,236","5,342,741","-9,016,958",,
A066980,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A066980,SSC,수정주가(원),"1,040","1,360","1,340",931,838,690,620
A066980,SSC,종가(원),"1,040","1,360","1,340",931,838,690,620
A066980,SSC,상장주식수(주),"70,223,294","82,800,447","89,579,291","151,584,772","158,418,281","158,418,281","158,418,281"
A137940,NFS-IFRS(C),매출액(천원),"29,162,012","26,565,766","39,342,176","59,482,937","87,218,818",,
A137940,NFS-IFRS(S),매출액(천원),"26,827,608","23,004,561","22,779,239","26,394,171","26,390,218",,
A137940,NFS-IFRS(C),영업이익(천원),"3,774,180","2,741,035","3,986,678","1,290,427","8,381,537",,
A137940,NFS-IFRS(C),지배주주순이익(천원),"3,673,654","2,693,540","2,433,518","-1,823,501","-7,617,064",,
A137940,NFS-IFRS(C),총자본(천원),"36,677,344","38,702,078","65,432,023","75,285,830","118,773,260",,
A137940,NFS-IFRS(C),총부채(천원),"7,700,133","7,566,782","33,455,791","63,670,643","58,798,784",,
A137940,NFS-IFRS(C),자본금(천원),"4,190,412","4,203,912","6,200,242","7,063,800","7,927,357",,
A137940,NFS-IFRS(C),이익잉여금(천원),"25,239,375","27,545,447","29,597,740","26,902,953","19,281,012",,
A137940,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"2,797,203","1,987,381","3,565,646","-1,945,947","1,116,087",,
A137940,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-3,967,586","455,207","-30,892,575","-16,902,030","6,090,112",,
A137940,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",10.00,10.00,15.00,6.00,7.00,,
A137940,SSC,수정주가(원),835,"1,852","3,790","3,320","2,250","1,595","1,270"
A137940,SSC,종가(원),"4,175","9,260","18,950","3,320","2,250","1,595","1,270"
A137940,SSC,상장주식수(주),"8,149,344","7,976,344","11,969,004","68,480,595","68,480,595","77,116,173","77,116,173"
A205100,NFS-IFRS(C),매출액(천원),"16,113,138","20,656,737","27,549,222","33,716,596","32,359,592",,
A205100,NFS-IFRS(S),매출액(천원),"14,252,367","15,753,692","20,122,347","24,349,132","22,614,987",,
A205100,NFS-IFRS(C),영업이익(천원),"4,797,493","4,621,473","1,378,082","5,413,364","4,494,337",,
A205100,NFS-IFRS(C),지배주주순이익(천원),"4,204,599","-8,909,196","2,369,465","-453,765","5,978,721",,
A205100,NFS-IFRS(C),총자본(천원),"16,003,589","29,721,636","32,750,106","48,550,587","64,819,253",,
A205100,NFS-IFRS(C),총부채(천원),"6,593,854","7,577,401","22,348,606","13,169,450","12,949,481",,
A205100,NFS-IFRS(C),자본금(천원),"1,600,000","2,857,629","2,992,845","3,324,936","3,324,936",,
A205100,NFS-IFRS(C),이익잉여금(천원),"15,708,892","5,357,650","7,727,115","7,273,350","13,826,333",,
A205100,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"2,243,822","4,185,672","2,790,319","6,431,218","6,956,236",,
A205100,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-2,929,958","2,386,206","-8,496,051","-12,158,405","-10,879,117",,
A205100,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A205100,SSC,수정주가(원),"5,500","4,140","3,505","4,020","2,790","2,825","2,890"
A205100,SSC,종가(원),"2,750","4,140","3,505","4,020","2,790","2,825","2,890"
A205100,SSC,상장주식수(주),"4,200,000","27,662,285","29,928,452","33,249,362","33,249,362","33,882,273","33,882,273"
A035000,NFS-IFRS(C),매출액(천원),"385,598,133","479,291,301","407,958,969","501,300,688","538,206,688",,
A035000,NFS-IFRS(S),매출액(천원),"11,291,175","21,115,191","23,083,693","28,958,174","17,217,911",,
A035000,NFS-IFRS(C),영업이익(천원),"12,839,343","13,807,787","19,588,688","19,713,358","25,412,263",,
A035000,NFS-IFRS(C),지배주주순이익(천원),"9,670,789","11,602,353","14,944,295","11,671,993","15,279,724",,
A035000,NFS-IFRS(C),총자본(천원),"125,379,060","134,923,509","146,078,677","121,888,329","130,424,062",,
A035000,NFS-IFRS(C),총부채(천원),"273,057,298","347,915,149","360,983,218","481,842,297","502,403,907",,
A035000,NFS-IFRS(C),자본금(천원),"17,571,493","17,571,493","17,571,493","17,571,493","17,571,493",,
A035000,NFS-IFRS(C),이익잉여금(천원),"62,329,639","71,471,119","83,242,062","59,608,436","68,379,897",,
